User,Brand,Variety,Type,Date,Strength,Taste,Price,Rating
murphyhawk,American Spirit,Menthol Lights,Regular,2015-04-29,Medium,Very Pleasant,Very High,5
kitttyyxo,Marlboro,Menthol Lights,Regular,2015-04-30,Medium,Pleasant,Fair,4
winifredjones54,Newport,Menthol,100s,2015-05-02,Very Strong,Very Pleasant,Fair,5
Tonio312,Newport,Menthol,100s,2015-05-04,Very Strong,Very Pleasant,High,5
"Bonnie Lanham ",Pall Mall,Full Flavor,100s,2015-05-04,Medium,Very Pleasant,Fair,5
chicksandciggs,Camel,No. 9 Menthol,Regular,2015-05-05,Medium,Very Pleasant,Fair,5
Mack68,Pall Mall,Black Menthol,100s,2015-05-05,Medium,Pleasant,Fair,5
sofaraway,Marlboro,Edge,Regular,2015-05-06,Strong,Very Pleasant,Low,5
xBigRobx,Camel,Turkish Gold,Regular,2015-05-07,Medium,Pleasant,Fair,4
xBigRobx,American Spirit,Lights,Regular,2015-05-07,Medium,Poor,High,2
xBigRobx,Camel,Turkish Silver,Regular,2015-05-07,Weak,Tolerable,Fair,3
xBigRobx,Camel,Turkish Royal,Regular,2015-05-07,Strong,Pleasant,Fair,4
xBigRobx,Marlboro,Menthol Lights,Regular,2015-05-07,Weak,Tolerable,Fair,2
PUKA,KOOL,Menthol,Regular,2015-05-08,Strong,Very Pleasant,Very High,5
PUKA,KOOL,Menthol,Regular,2015-05-08,Strong,Very Pleasant,Very High,5
amyjo1969,305's,Full Flavor,100s,2015-05-11,Strong,Very Pleasant,Fair,5
pamelanana1,Pall Mall,Menthol,100s,2015-05-13,Medium,Pleasant,Fair,4
bizzy,Newport,Menthol,100s,2015-05-13,Medium,Pleasant,Fair,5
xBigRobx,Marlboro,Southern Cut,Regular,2015-05-14,Medium,Very Pleasant,Fair,5
Indicig1,Marlboro,Reds,Regular,2015-05-14,Strong,Very Pleasant,Low,5
xBigRobx,Marlboro,Blend No. 27,Regular,2015-05-14,Medium,Tolerable,High,3
Craig Eliot,Marlboro,Lights,Regular,2015-05-15,Very Weak,Poor,Very High,1
yungone,Newport,Menthol,100s,2015-05-16,Medium,Pleasant,High,5
irishjigz,Pall Mall,Full Flavor,100s,2015-05-17,Medium,Very Pleasant,Low,4
irishjigz,Camel,Full Flavor,Unfiltered,2015-05-17,Strong,Very Pleasant,Very High,3
irishjigz,Pall Mall,Full Flavor,Regular,2015-05-17,Medium,Very Pleasant,Fair,4
irishjigz,Marlboro,Southern Cut,Regular,2015-05-17,Medium,Pleasant,High,4
xBigRobx,Marlboro,Reds,Regular,2015-05-19,Strong,Poor,High,2
irishjigz,Marlboro,Smooth Menthol,Regular,2015-05-19,Medium,Pleasant,High,2
irishjigz,Camel,Menthol (Silver),Regular,2015-05-19,Weak,Poor,Fair,2
lisasheppard68,Marlboro,Special Blend Gold Lights,Regular,2015-05-20,Medium,Pleasant,Fair,5
lisasheppard68,Marlboro,Special Blend Gold Lights,Regular,2015-05-20,Medium,Very Pleasant,Fair,5
lisasheppard68,Marlboro,Special Blend Gold Lights,Regular,2015-05-20,Medium,Very Pleasant,Fair,5
lisasheppard68,Marlboro,Special Blend Gold Lights,Regular,2015-05-20,Medium,Very Pleasant,Fair,5
lisasheppard68,Marlboro,Special Blend Gold Lights,Regular,2015-05-20,Medium,Very Pleasant,Fair,5
irishjigz,L&M,Full Flavor,Regular,2015-05-21,Medium,Pleasant,Low,4
karensturm,Newport,Non-Menthol,Regular,2015-05-21,Strong,Very Pleasant,Low,5
Donna Breece,Maverick,Full Flavor,100s,2015-05-22,Medium,Very Pleasant,Very Low,5
EmilyMeijer,Maverick,Full Flavor,100s,2015-05-22,Strong,Pleasant,Fair,4
Donna Breece,Maverick,Full Flavor,100s,2015-05-22,Medium,Very Pleasant,Very Low,5
Donna Breece,Maverick,Full Flavor,100s,2015-05-22,Medium,Very Pleasant,Very Low,5
irishjigz,Camel,Filters Full Flavor,Regular,2015-05-23,Medium,Very Pleasant,High,3
irishjigz,Marlboro,Black Menthol,Regular,2015-05-23,Medium,Poor,Fair,3
irishjigz,Winston,Full Flavor,Regular,2015-05-23,Medium,Pleasant,Fair,3
irishjigz,Marlboro,Reds,Regular,2015-05-24,Medium,Pleasant,High,3
irishjigz,Marlboro,Ultra Lights,Regular,2015-05-24,Very Weak,Very Poor,High,1
xBigRobx,Camel,Turkish Royal,Regular,2015-05-24,Strong,Very Pleasant,Fair,5
xBigRobx,Marlboro,Lights,Regular,2015-05-26,Medium,Tolerable,Fair,4
xBigRobx,Camel,Crush,Regular,2015-05-26,Weak,Tolerable,Fair,2
alex lopez,Newport,Full Flavor,100s,2015-05-26,Strong,Pleasant,High,5
irishjigz,USA Gold,Full Flavor,100s,2015-05-26,Strong,Pleasant,Fair,4
xBigRobx,Lucky Strike,Classic,Unfiltered,2015-05-27,Strong,Pleasant,High,5
xBigRobx,Camel,Wides Filters,Regular,2015-05-27,Strong,Pleasant,Fair,5
beethoven,Virginia Slims,Luxury Lights,120s,2015-05-29,Strong,Very Pleasant,High,5
hyphyyyy,Camel,Menthol (Cool Burst Green),Regular,2015-05-30,Medium,Poor,Fair,2
lrod,Camel,Filters Full Flavor,Regular,2015-05-30,Strong,Very Pleasant,Fair,5
hyphyyyy,Marlboro,Black Menthol,Regular,2015-05-30,Medium,Pleasant,Low,4
hyphyyyy,Camel,Turkish Gold,Regular,2015-05-30,Weak,Very Pleasant,Fair,5
hyphyyyy,Marlboro,Blend No. 27,Regular,2015-05-30,Medium,Tolerable,High,2
hyphyyyy,Camel,Turkish Royal,Regular,2015-05-30,Strong,Very Pleasant,Fair,5
irishjigz,Winston,Lights,Regular,2015-05-31,Medium,Pleasant,Fair,3
Mariab67,Marlboro,Special Blend Gold Lights,Regular,2015-05-31,Medium,Pleasant,High,4
smokinsmigs,Marlboro,Blend No. 27,Regular,2015-06-01,Medium,Very Pleasant,Fair,5
peewee1,Marlboro,Full Flavor,100s,2015-06-01,Medium,Very Pleasant,High,5
hyphyyyy,Camel,Crush,Regular,2015-06-03,Weak,Pleasant,Fair,4
Roberto Fuentes,Marlboro,Blend No. 27,Regular,2015-06-07,Strong,Very Pleasant,Fair,5
ginger tully,Virginia Slims,Full Flavor,100s,2015-06-11,Very Strong,Very Pleasant,Very High,5
xBigRobx,Benson and Hedges,Full Flavor,100s,2015-06-13,Medium,Very Pleasant,Very High,5
xBigRobx,Benson and Hedges,Gold,Regular,2015-06-13,Medium,Very Pleasant,Very High,5
barbara kidwell,Newport,Full Flavor,100s,2015-06-13,Medium,Pleasant,High,4
Banjodude,Nat Sherman,Hint of Mint,Menthol,2015-06-14,Medium,Very Pleasant,High,5
CaffeineNicotine,American Spirit,Perique,Regular,2015-06-14,Strong,Pleasant,High,4
fnag,Marlboro,Lights,Regular,2015-06-14,Very Weak,Very Poor,Very High,1
Joe,Marlboro,Reds,Regular,2015-06-14,Strong,Very Poor,Fair,1
crazymortimer45@,Newport,Menthol,100s,2015-06-14,Strong,Very Pleasant,Very High,5
irishjigz,Pall Mall,Straights,Unfiltered,2015-06-15,Medium,Very Pleasant,Very High,3
Lacegirl,Marlboro,Lights,Regular,2015-06-16,Medium,Very Poor,High,1
dsjijs,Marlboro,Reds,Regular,2015-06-18,Very Strong,Poor,Very Low,2
taynik,305's,Full Flavor,Regular,2015-06-20,Medium,Very Pleasant,Fair,5
Debrawillyard,305's,Full Flavor,Regular,2015-06-21,Medium,Pleasant,Fair,4
Vannessa1971,Marlboro,Full Flavor,100s,2015-06-21,Medium,Pleasant,High,5
Debrawillyard,305's,Full Flavor,Regular,2015-06-21,Medium,Pleasant,High,4
Debrawillyard,305's,Full Flavor,Regular,2015-06-21,Strong,Pleasant,High,3
christina75,Pall Mall,Black Menthol,100s,2015-06-21,Strong,Very Pleasant,Low,5
prettynpink51201,Marlboro,Full Flavor,100s,2015-06-25,Medium,Very Pleasant,Fair,5
irishjigz,Camel,Crush (Bold),Regular,2015-06-26,Medium,Pleasant,High,3
lynn0203,Camel,Crush (Bold),Regular,2015-06-27,Very Strong,Very Pleasant,Fair,4
sophia,Newport,Full Flavor,Regular,2015-06-29,Medium,Very Pleasant,Very High,5
sophia,Newport,Menthol,Shorts,2015-06-29,Medium,Very Pleasant,Very High,5
Greensboro,Marlboro,Full Flavor,100s,2015-06-29,Strong,Pleasant,High,5
Greensboro,Djarum,Specials,Regular,2015-06-29,Medium,Pleasant,Very High,4
Nerisa,L&M,Menthol,100s,2015-06-30,Strong,Very Pleasant,Fair,5
mary.caldwell,Misty,Menthol,120s,2015-06-30,Medium,Very Pleasant,Fair,5
irishjigz,Camel,Turkish Royal,Regular,2015-07-02,Medium,Very Pleasant,High,3
petervdkerkhof,Marlboro,Full Flavor,Regular,2015-07-04,Medium,Very Pleasant,High,4
petervdkerkhof,Pall Mall,Reds,Regular,2015-07-04,Medium,Pleasant,High,4
petervandenkerkh,Marlboro,Full Flavor,Regular,2015-07-04,Medium,Pleasant,High,4
irishjigz,KOOL,XL Green,Regular,2015-07-06,Strong,Tolerable,High,3
irishjigz,Marlboro,Edge,Regular,2015-07-06,Medium,Pleasant,Fair,3
irishjigz,Newport,Menthol,100s,2015-07-06,Strong,Tolerable,High,3
petervdkerkhof,Marlboro,Edge,Regular,2015-07-07,Medium,Tolerable,High,3
marbs4me,American Spirit,Perique,Regular,2015-07-08,Strong,Very Pleasant,Very High,5
janicesymms@gmai,Newport,Full Flavor,100s,2015-07-08,Strong,Pleasant,High,3
blacxican,Newport,Full Flavor,100s,2015-07-08,Very Strong,Very Pleasant,Very High,5
Drew5055,Marlboro,Black Menthol,100s,2015-07-11,Medium,Very Pleasant,Fair,4
kn854hk,Virginia Slims,Luxury Lights,120s,2015-07-11,Medium,Very Pleasant,High,5
"stacieprather ",American Spirit,Mediums,Regular,2015-07-14,Medium,Pleasant,High,4
dawnblade,Newport,Menthol,100s,2015-07-14,Strong,Very Pleasant,High,5
dawnblade,KOOL,Menthol,100s,2015-07-14,Very Strong,Pleasant,High,4
"stacieprather ",American Spirit,Mediums,Regular,2015-07-14,Medium,Pleasant,High,4
ginasims88,Marlboro,Special Blend (Red),100s,2015-07-15,Strong,Very Pleasant,Fair,5
totalnebriation,Newport,Menthol,100s,2015-07-16,Medium,Very Pleasant,Very High,5
Beesting,Marlboro,Reds,Regular,2015-07-24,Strong,Pleasant,Fair,5
tismeWendi,Pall Mall,Menthol,100s,2015-07-24,Medium,Tolerable,Fair,4
BAM12491,Marlboro,Special Blend Red,Regular,2015-07-24,Strong,Very Pleasant,Fair,4
vyinsley,Pall Mall,Menthol,Regular,2015-07-25,Strong,Pleasant,Fair,4
gail pullen,KOOL,Menthol,100s,2015-07-27,Medium,Very Pleasant,Fair,5
True Smoke,Lucky Strike,Classic,Unfiltered,2015-07-27,Very Strong,Very Pleasant,Very High,5
True Smoke,Marlboro,Edge,Regular,2015-07-27,Strong,Tolerable,Fair,2
True Smoke,Parliament,Full Flavor,Regular,2015-07-27,Strong,Very Pleasant,High,5
cheese02,Newport,Full Flavor,100s,2015-07-27,Very Strong,Poor,Fair,1
True Smoke,Pall Mall,Full Flavor,Regular,2015-07-27,Strong,Tolerable,Low,3
cheese02,Marlboro,Reds,100s,2015-07-27,Medium,Pleasant,Fair,5
True Smoke,Pyramid,Full Flavor,100s,2015-07-27,Strong,Poor,Low,2
True Smoke,Camel,Reds,Regular,2015-07-27,Strong,Pleasant,High,4
True Smoke,Marlboro,Southern Cut,Regular,2015-07-27,Strong,Very Pleasant,Fair,5
chyketa,Newport,Full Flavor,100s,2015-07-28,Strong,Pleasant,Fair,2
smokinghot,Benson and Hedges,Menthol,100s,2015-07-31,Strong,Very Pleasant,Low,5
brooksf2002,305's,Full Flavor,100s,2015-08-02,Very Strong,Very Pleasant,Very Low,5
brooksf2002,305's,Full Flavor,100s,2015-08-02,Very Strong,Very Pleasant,Very Low,5
1dawn9alexander6,Newport,Menthol,100s,2015-08-04,Medium,Very Pleasant,Fair,5
1dawn9alexander6,Newport,Menthol,100s,2015-08-04,Medium,Very Pleasant,Fair,5
mistiirenee,Newport,Menthol,100s,2015-08-05,Medium,Very Pleasant,Very High,4
hungsolo,Marlboro,Menthol,100s,2015-08-05,Strong,Very Pleasant,Fair,5
hungsolo,Marlboro,Menthol,100s,2015-08-05,Strong,Very Pleasant,High,5
beful52,KOOL,XL Green,Regular,2015-08-06,Medium,Pleasant,Fair,2
mariafletcher,Pall Mall,Menthol,Regular,2015-08-06,Medium,Pleasant,Fair,5
ruffy,305's,Full Flavor,100s,2015-08-08,Medium,Pleasant,Fair,4
SmokeIfYouGotEm,Parliament,Full Flavor,Regular,2015-08-09,Strong,Very Pleasant,High,5
SmokeIfYouGotEm,Winston,Full Flavor,Regular,2015-08-09,Medium,Pleasant,Fair,5
SmokeIfYouGotEm,Camel,Reds,Regular,2015-08-09,Strong,Pleasant,Low,4
tinkswife24,American Spirit,Full Flavor,Regular,2015-08-09,Strong,Very Pleasant,High,4
dayvee,Camel,Lights,Regular,2015-08-09,Strong,Very Pleasant,Fair,5
Kriegan,Newport,Non-Menthol,100s,2015-08-10,Strong,Pleasant,Fair,4
"Jack232 ",Marlboro,72's,Regular,2015-08-11,Strong,Very Pleasant,High,4
knave,American Spirit,Menthol,Regular,2015-08-12,Very Strong,Very Pleasant,Fair,5
teresa holmes,Newport,Menthol,100s,2015-08-12,Medium,Very Pleasant,Very High,5
TraciDeAnn,Pall Mall,Full Flavor,100s,2015-08-13,Strong,Very Pleasant,Fair,5
Reyna,L&M,Menthol,100s,2015-08-14,Very Strong,Pleasant,Low,5
cardmaster52,Marlboro,Full Flavor,Regular,2015-08-14,Medium,Very Pleasant,High,5
Candi120sSmoker,Virginia Slims,Luxury Lights,120s,2015-08-14,Strong,Very Pleasant,Fair,5
christibeatty,Newport,Menthol,100s,2015-08-14,Strong,Very Pleasant,Very High,4
Beth,American Spirit,Menthol,Regular,2015-08-14,Medium,Pleasant,High,5
Rod,Newport,Full Flavor,100s,2015-08-17,Medium,Very Pleasant,Very High,5
mishkin,Djarum,Black,Regular,2015-08-18,Strong,Very Pleasant,High,5
4129,Pall Mall,Ultra Lights (Orange),100s,2015-08-18,Medium,Very Pleasant,Fair,5
Harley M.,Camel,Filters Full Flavor,Regular,2015-08-19,Medium,Pleasant,High,3
"Beauti♡Disaster ",Marlboro,Black (Full Flavor),Regular,2015-08-19,Medium,Very Pleasant,High,5
Rainbow Dash,Benson and Hedges,Gold,Regular,2015-08-19,Strong,Pleasant,Very High,4
aprice1498,L&M,Full Flavor,100s,2015-08-20,Strong,Very Pleasant,High,5
Daniellejune,Newport,Menthol,100s,2015-08-21,Very Strong,Very Pleasant,Very High,5
DrQTM,USA Gold,Full Flavor,Regular,2015-08-22,Very Strong,Very Pleasant,Fair,5
Log1738,Pall Mall,Black Menthol,100s,2015-08-23,Medium,Very Pleasant,Low,5
Deebabii22,Newport,Menthol,100s,2015-08-25,Very Strong,Very Pleasant,Very High,5
kristinlynn29,Newport,Full Flavor,Regular,2015-08-27,Medium,Very Pleasant,High,5
savesouls,Maverick,Full Flavor,100s,2015-08-29,Strong,Tolerable,High,4
Lorenda Wilson,Newport,Full Flavor,100s,2015-08-29,Medium,Pleasant,High,4
Squidman1592,Marlboro,Menthol,100s,2015-08-30,Strong,Very Pleasant,High,5
Squidman1592,Newport,Menthol,100s,2015-08-30,Strong,Very Pleasant,Very High,4
markmanszewski,marlboro,special blend,100s,2015-08-31,Strong,Very Pleasant,Fair,5
Jerald Mason,Marlboro,Reds,Regular,2015-08-31,Strong,Very Pleasant,High,5
genthjon,Marlboro,Special Blend Red,Regular,2015-08-31,Medium,Pleasant,Fair,4
emphys-fema,Marlboro,Reds,Regular,2015-09-03,Strong,Very Pleasant,Fair,5
MickieCordell,Marlboro,Reds,Regular,2015-09-04,Medium,Very Pleasant,Very High,5
MickieCordell,Marlboro,Reds,Regular,2015-09-04,Medium,Very Pleasant,Very High,5
edwardmullins198,Marlboro,Black,100s,2015-09-06,Medium,Pleasant,Fair,5
Pasqua1,Camel,Turkish Royal,Regular,2015-09-07,Strong,Very Pleasant,Fair,5
RobbyR,American Spirit,Full Flavor,Unfiltered,2015-09-07,Strong,Pleasant,Very High,4
RobbyR,Camel,Full Flavor,Unfiltered,2015-09-07,Very Strong,Pleasant,Very High,4
RobbyR,Marlboro,Menthol,Regular,2015-09-07,Medium,Poor,Very High,2
buba426,Camel,Turkish Royal,Regular,2015-09-08,Very Strong,Very Pleasant,Fair,5
buba426,Camel,Turkish Royal,Regular,2015-09-08,Very Strong,Very Pleasant,Fair,5
RobbyR,Winston,Full Flavor,Regular,2015-09-09,Medium,Poor,Fair,2
Padams73,Marlboro,Black,Shorts,2015-09-09,Medium,Pleasant,Fair,5
RobbyR,Lucky Strike,Classic,Unfiltered,2015-09-09,Very Strong,Very Pleasant,Very High,5
RobbyR,Salem,Green Label Full Flavor,Regular,2015-09-09,Strong,Pleasant,High,4
papahome,Marlboro,Lights,Regular,2015-09-09,Weak,Very Poor,Fair,1
Nikita fuss,Pyramid,Full Flavor,Regular,2015-09-09,Strong,Pleasant,Low,5
lisisette zayas,Newport,Full Flavor,Regular,2015-09-09,Very Strong,Very Pleasant,Very High,5
RobbyR,KOOL,Menthol,Regular,2015-09-09,Strong,Very Poor,Fair,1
Nathan_LaRiviere,Marlboro,Black,100s,2015-09-10,Strong,Very Pleasant,Fair,5
CigaretKretek.com,Djarum,Black,Regular,2015-09-11,Strong,Pleasant,Fair,5
Loveandrespect4u,Newport,Menthol,Shorts,2015-09-17,Strong,Very Pleasant,High,5
Rollingstone,KOOL,Menthol,Regular,2015-09-18,Medium,Pleasant,Fair,4
Christyp234,Newport,Full Flavor,100s,2015-09-22,Strong,Very Pleasant,Fair,5
AmyLynn,Pall Mall,Full Flavor,100s,2015-09-24,Medium,Pleasant,Low,4
alwaysasmile,Marlboro,Menthol Lights,Regular,2015-09-25,Medium,Very Pleasant,Very High,3
chrisnmatt,Newport,Menthol,100s,2015-09-26,Strong,Very Pleasant,High,5
RobbyR,Parliament,Full Flavor,Regular,2015-09-28,Medium,Pleasant,High,4
sara graham,Marlboro,Lights,100s,2015-09-28,Medium,Very Pleasant,Fair,3
RobbyR,Marlboro,Smooth Menthol,Regular,2015-09-30,Medium,Pleasant,Fair,4
"Fred  King  ",Newport,Menthol,100s,2015-09-30,Strong,Very Pleasant,Fair,5
JokerTheSmoker,Parliament,Lights (White),Regular,2015-09-30,Medium,Pleasant,Fair,4
RobbyR,Marlboro,Smooth Menthol,Regular,2015-09-30,Medium,Pleasant,Fair,4
RobbyR,Marlboro,Blend No. 27,Regular,2015-09-30,Medium,Poor,Fair,2
Dmatt1940,Marlboro,Full Flavor,100s,2015-10-02,Strong,Pleasant,Very High,5
"Xzavier ",Newport,Full Flavor,100s,2015-10-03,Medium,Pleasant,Fair,5
bsigler4colts,Pall Mall,Full Flavor,Regular,2015-10-03,Medium,Pleasant,High,5
wonderwomen,Pall Mall,Full Flavor,100s,2015-10-03,Medium,Pleasant,High,4
Rdonald,Newport,Menthol,Shorts,2015-10-04,Strong,Pleasant,High,5
Keithshundy,Virginia Slims,Full Flavor,100s,2015-10-04,Strong,Very Pleasant,Very High,5
lindsay_clark,Pall Mall,Black Menthol,100s,2015-10-05,Medium,Very Pleasant,Fair,5
glendahenderson,Marlboro,Full Flavor,100s,2015-10-05,Strong,Pleasant,Very High,4
Terry Lynn,Pall Mall,Full Flavor,100s,2015-10-07,Strong,Very Pleasant,Low,5
Rowdymcd,Newport,Menthol,100s,2015-10-08,Medium,Very Pleasant,Low,5
Jason greenwell,marlboro,special blend,100s,2015-10-08,Strong,Pleasant,Fair,5
Jeff2015,Virginia Slims,Full Flavor,100s,2015-10-08,Strong,Very Pleasant,High,5
OKCDAN,Marlboro,Edge,Regular,2015-10-10,Medium,Pleasant,Fair,4
Poohbear1989,Newport,Menthol,100s,2015-10-10,Medium,Very Pleasant,High,5
breeonna29,Maverick,Full Flavor,100s,2015-10-10,Strong,Very Pleasant,Low,5
Jeff2015,Virginia Slims,Full Flavor,100s,2015-10-10,Medium,Very Pleasant,Very High,5
Justy,Misty,Menthol,120s,2015-10-11,Medium,Pleasant,High,5
pburoran,Pall Mall,Black Menthol,100s,2015-10-13,Strong,Pleasant,Very Low,5
JokerTheSmoker,Marlboro,Skyline Menthol,Regular,2015-10-13,Weak,Very Poor,Fair,2
rix/1980,Pall Mall,Black Menthol,100s,2015-10-14,Strong,Pleasant,Fair,2
delapaix,American Spirit,Menthol,Regular,2015-10-15,Medium,Very Pleasant,Fair,5
Shannon1982,Newport,Full Flavor,100s,2015-10-15,Medium,Pleasant,Fair,4
Kelly Kocian,Pall Mall,Menthol Lights,100s,2015-10-16,Medium,Pleasant,Fair,4
KBertoli,Marlboro,Black,100s,2015-10-17,Strong,Very Pleasant,Fair,5
Lucyelizondo,305's,Full Flavor,Regular,2015-10-17,Medium,Pleasant,Fair,5
Tommy_0508,Newport,Menthol,Shorts,2015-10-17,Strong,Very Pleasant,Very High,5
Tommy_0508,Newport,Menthol,Shorts,2015-10-17,Strong,Very Pleasant,Very High,5
manskerm8027,Lucky Strike,Classic,Unfiltered,2015-10-20,Strong,Very Pleasant,High,5
Mac 1,Newport,Menthol,Regular,2015-10-20,Very Strong,Very Pleasant,High,1
manskerm8027,American Spirit,Perique,Regular,2015-10-20,Strong,Very Pleasant,High,5
Gwright747,Marlboro,72's,Regular,2015-10-23,Strong,Pleasant,High,4
kachatathomas,Newport,Menthol,Regular,2015-10-23,Strong,Very Pleasant,High,4
Gwright747,Marlboro,72's,Regular,2015-10-23,Strong,Pleasant,High,4
"Debby E ",Newport,Full Flavor,Regular,2015-10-24,Medium,Very Pleasant,Fair,5
flychicfoya,Newport,Menthol,Shorts,2015-10-24,Strong,Very Pleasant,High,5
Dolores1026,L&M,Full Flavor,100s,2015-10-24,Strong,Pleasant,Very High,4
Delashonta,Newport,Menthol,Shorts,2015-10-27,Very Strong,Very Pleasant,Very High,5
Terry keller,L&M,Full Flavor,100s,2015-10-28,Strong,Very Pleasant,Fair,5
glee61@gmail.com,Virginia Slims,Menthol,100s,2015-10-28,Very Strong,Very Pleasant,High,4
becca4peace,Pall Mall,Menthol,100s,2015-10-29,Medium,Tolerable,Fair,4
karen.spight@yah,Virginia Slims,Full Flavor,100s,2015-10-31,Very Strong,Very Pleasant,Very High,4
pamelakae101,Camel,Crush,Regular,2015-10-31,Medium,Pleasant,Very High,3
fishnchick,American Spirit,Menthol Lights,Regular,2015-11-01,Medium,Very Pleasant,High,4
jamisonrn,Pall Mall,Black Menthol,100s,2015-11-01,Strong,Very Pleasant,Fair,5
craigcirrin,Marlboro,Blend No. 27,Regular,2015-11-03,Strong,Very Pleasant,Very High,4
craigcirrin,Marlboro,Blend No. 27,Regular,2015-11-03,Strong,Very Pleasant,Very High,5
1stBossMan,Pall Mall,Full Flavor,100s,2015-11-04,Strong,Pleasant,High,5
PMcig,Pall Mall,Full Flavor,100s,2015-11-04,Strong,Very Pleasant,Fair,5
paymaster,Benson and Hedges,Gold,Regular,2015-11-07,Medium,Very Pleasant,Very High,4
willow,Parliament,Full Flavor,Regular,2015-11-08,Medium,Pleasant,High,2
Dawn.Wormuth,Marlboro,Reds,Regular,2015-11-08,Medium,Very Pleasant,High,5
123smoke,Djarum,Black,Regular,2015-11-10,Medium,Very Pleasant,High,5
kitkat51,Newport,Full Flavor,100s,2015-11-10,Medium,Pleasant,High,4
Florence,Camel,Full Flavor,Unfiltered,2015-11-10,Strong,Pleasant,High,5
myvaslims,Virginia Slims,Full Flavor,100s,2015-11-10,Very Strong,Very Pleasant,High,5
raylovebaby1117,Marlboro,Black,100s,2015-11-10,Strong,Very Pleasant,Fair,5
StacyVssmoker,Virginia Slims,Luxury Lights,120s,2015-11-11,Medium,Very Pleasant,Fair,5
twila188,Pall Mall,Full Flavor,100s,2015-11-11,Very Strong,Very Pleasant,Low,5
bigdaddyfromcinn,Pall Mall,Full Flavor,100s,2015-11-12,Medium,Pleasant,Low,4
Norma King,Virginia Slims,Luxury Lights,120s,2015-11-12,Weak,Very Pleasant,Fair,5
rdwarrior53,Pall Mall,Black Menthol,100s,2015-11-12,Medium,Pleasant,Fair,5
Cigsrus,Marlboro,72's,Regular,2015-11-12,Medium,Pleasant,Fair,4
Tywright,Marlboro,Skyline Menthol,Regular,2015-11-15,Very Weak,Poor,High,1
michellidebbie,Pall Mall,Menthol Lights,100s,2015-11-16,Medium,Pleasant,Fair,5
hrshaw52,Pall Mall,Menthol Lights,100s,2015-11-17,Strong,Very Pleasant,Low,5
hrshaw52,Pall Mall,Menthol Lights,100s,2015-11-17,Strong,Very Pleasant,Low,5
hrshaw52,Pall Mall,Menthol Lights,100s,2015-11-17,Strong,Very Pleasant,Low,5
hollywood1,Pall Mall,Black Menthol,100s,2015-11-22,Medium,Pleasant,High,5
goony19,Newport,Non-Menthol,100s,2015-11-23,Strong,Very Pleasant,Fair,5
jgmccrohan,Marlboro,Reds,Regular,2015-11-23,Medium,Tolerable,High,2
docmarlboro,Marlboro,Reds,Regular,2015-11-23,Strong,Pleasant,High,4
jgmccrohan,Marlboro,Reds,Regular,2015-11-23,Medium,Pleasant,High,3
docmarlboro,American Spirit,Perique,Regular,2015-11-23,Very Strong,Very Pleasant,Very High,5
Maliksahil003,Marlboro,Reds,Regular,2015-11-24,Strong,Pleasant,Fair,4
Olivia27,KOOL,Menthol,100s,2015-11-25,Medium,Very Pleasant,Very High,5
crackhead joe,Sonoma,Full Flavor,Regular,2015-11-26,Strong,Very Pleasant,Low,5
lois reynolds,Newport,Menthol,100s,2015-11-27,Strong,Very Pleasant,Very High,1
rangerdanger,Marlboro,Reds,100s,2015-11-27,Strong,Very Pleasant,Fair,5
Tjlyons30@yahoo.,Marlboro,Black,100s,2015-11-27,Strong,Very Pleasant,Fair,5
dennisortega3@gm,Marlboro,Lights,Regular,2015-11-27,Very Weak,Very Poor,Very High,1
Charles,Marlboro,Black Menthol,100s,2015-11-28,Medium,Very Pleasant,High,4
lsugirl,Marlboro,72's,Regular,2015-11-28,Strong,Very Pleasant,Fair,5
Charles,Marlboro,Black Menthol,100s,2015-11-28,Medium,Very Pleasant,High,4
lissaanne26,Newport,Menthol,Shorts,2015-11-28,Medium,Pleasant,Fair,5
jstetienne,Pall Mall,Black Menthol,100s,2015-11-29,Very Strong,Very Pleasant,Very Low,4
Orlandobcc,Newport,Full Flavor,100s,2015-12-01,Medium,Tolerable,High,3
Cigs,Marlboro,Black,Shorts,2015-12-03,Medium,Tolerable,Fair,3
onegoodman,Pall Mall,Full Flavor,100s,2015-12-03,Strong,Pleasant,High,4
milano,marlboro,special blend,100s,2015-12-04,Strong,Very Pleasant,Fair,5
SpaceAce2013,Marlboro,Black,100s,2015-12-05,Strong,Very Pleasant,Fair,5
msmelissa34,Newport,Full Flavor,100s,2015-12-05,Medium,Very Pleasant,Fair,5
Dan52,Maverick,Full Flavor,Regular,2015-12-07,Strong,Pleasant,Fair,4
Brandirenea1702,Newport,Menthol,100s,2015-12-07,Strong,Pleasant,Very High,4
Jackie hooper,Newport,Menthol,Shorts,2015-12-08,Medium,Tolerable,Low,3
ernste01,Pall Mall,Full Flavor,100s,2015-12-10,Strong,Very Pleasant,Low,4
SmokesAlot,Winston,Full Flavor,Regular,2015-12-10,Medium,Pleasant,Fair,4
Dina Buchanan,Marlboro,Black,Shorts,2015-12-14,Medium,Tolerable,High,3
amandadawn,Marlboro,Menthol,Regular,2015-12-15,Strong,Pleasant,Fair,5
tinab2k3@aol.com,Pyramid,Full Flavor,100s,2015-12-16,Medium,Pleasant,Fair,5
Sunnycat408,Marlboro,Blend No. 27,Regular,2015-12-19,Medium,Very Pleasant,Fair,5
